,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,sku,product, Quantity ,,,,,,,
,,20356,INFUSION SET WITH BURETTE 100ML, 500 ,,,,,,,
,,20357,NASAL-CPAP/BIPAP MASKS, 250 ,,,,,,,
,,20358,SKIN AND HAND DISINFECTANT, 216 ,,,,,,,
,,20359,RETUOCH-PHTHALALDEHYDE DISINFECTION, 44 ,,,,,,,
,,20360,SKIN CARE WIPES, 400 ,,,,,,,
,,20361,POVIDONE LODINE DISINFECTION, 216 ,,,,,,,
,,20362,URINE BAG 2000ml," 2,750 ",,,,,,,
,,20363,SINGLE USE GASPING FORCES 1800M*2.4, 100 ,,,,,,,
,,20364,SINGLE USE BIOPSY FORCES 1800M*2.4, 100 ,,,,,,,
,,20365,SINGLE USE HEMOCLIPS 2300M*2.6, 30 ,,,,,,,
,,20366,SINGLE USE RETRIEVAL NETS 2300M*2.4, 200 ,,,,,,,
,,20367,SINGLE USE POLYPECTOMY SNARES 2300M*2.4, 50 ,,,,,,,
,,20368,3 PRONG GRASPING FORCES 2300M*2.4, 50 ,,,,,,,
,,20369,ENDOSCOPE INJECTION NEEDLE 1800M*6, 100 ,,,,,,,
,,20370,medical FILM 35*45CM big, 9 ,,,,,,,
,,20371,MEDICAL FILM 25*30CM small, 3 ,,,,,,,
,,20372,HIGH PRESSURE ANGIOGRAPHIC SYRINGES, 450 ,,,,,,,
,,20373,DISPOSABLE TROCARS 32*65CM, 336 ,,,,,,,
,,20374,DISPOSABLE TROCARS 10*110CM, 250 ,,,,,,,
,,20375,DISPOSABLE OPTICAL  TROCAS 15M*110M, 12 ,,,,,,,
,,20376,DISPOSABLE OPTICAL  TROCAS 12M*110M, 108 ,,,,,,,
,,20377,NON WOVEN PANTS," 6,000 ",,,,,,,
,,20378,GEOTEK= GBB1310 13G*10CM, 20 ,,,,,,,
,,20379,GEOTEK= GBB1115 11G*15CM, 20 ,,,,,,,
,,20380,GEOTEK= GDPN12-L 12FR*30CM, 30 ,,,,,,,
,,20381,GEOTEK= GPN1615 16G|*15CM, 100 ,,,,,,,
,,20382,GEOTEK= GBB1315 13G*15CM, 20 ,,,,,,,
,,20383,GEOTEK= GPN1815 18G*15CM, 40 ,,,,,,,
,,20384,GEOTEK= GDPN14-L 14FR*30CM, 30 ,,,,,,,
,,20385,GEOTEK= GPN1620 16G*20CM, 20 ,,,,,,,
,,20386,GEOTEK=GBB110 11G*10CM, 20 ,,,,,,,
,,20387,GEOTEK= GPN1420 14G*20CM, 20 ,,,,,,,
,,20388,GEOTEK= GDPNH14-L 14FR*30CM, 10 ,,,,,,,
,,20389,GEOTEK= GRM1630 16FR*30CM, 10 ,,,,,,,
,,20390,GEOTEK= GUA1238 10FR/12FR*38CM, 5 ,,,,,,,
,,20391,GEOTEK= G55870 8FR*70CM, 10 ,,,,,,,
,,20392,GEOTEK= GUA1245 10FR/12FR|*45CM, 5 ,,,,,,,
,,20393,GEOTEK= GBD0554 5FR*5M*4CM, 5 ,,,,,,,
,,20394,GEOTEK= GBD0554 5FR*4M*4CM, 15 ,,,,,,,
,,20395,GEOTEK= GBD5510 5FR*5M*10CM, 3 ,,,,,,,
,,20396,GEOTEK= GSP12 12FR , 10 ,,,,,,,
,,20397,GEOTEK= GSP10 10FR, 8 ,,,,,,,
,,20398,GEOTEK= GUDS-12 6FR*30F, 8 ,,,,,,,
,,20399,GEOTEK= GNBD10 7FR*55CM, 2 ,,,,,,,
,,20400,GEOTEK= GBD5610 5FR*6M*10CM, 2 ,,,,,,,
,,20401,GEOTEK=GBD0544 5FR|*4M*4CM, 3 ,,,,,,,
,,20402,GEOTEK= GBD0444 4FR*4M*4CM, 3 ,,,,,,,
,,20403,GEOTEK= GBD0556 5FR*5M*6CM, 3 ,,,,,,,
,,20404,GEOTEK= GNBD10 30FR*10M*120CM, 1 ,,,,,,,
,,20405,GEOTEK= GSBS4110 PARALLEL PLAT 4FR*110CM, 17 ,,,,,,,
,,20406,STAINLESS STEEL HELICAL ROUND 4FR*110, 17 ,,,,,,,
,,20407,GEOTEK=GSG390 3FR*90CM, 16 ,,,,,,,
,,20408,GEOTEK= GSG490 4FR*90CM, 11 ,,,,,,,
,,20409,GEOTEK= GSBN5110 5FR*110CM, 10 ,,,,,,,
,,20410,GEOTEK= GSG590 5FR*90CN, 10 ,,,,,,,
,,20411, GEOTEK= GSGN4110 4FR*110CM, 10 ,,,,,,,
,,20412,GEOTEK= GSBN22110 2.2FR*110CM, 6 ,,,,,,,
,,20413,STAINLESS STEEL BASKET HELICALROUND 4FR*90, 5 ,,,,,,,
,,20414,GEOTEK= G5B53110 PARALLEL PLAT 3FR*110CM, 1 ,,,,,,,
,,20415,GEOTEK= G5B53110 PARALLEL PLAT 4FR*90CM, 25 ,,,,,,,
,,20416,STAINLESS STEEL HELICAL ROUND 3FR*110CM, 32 ,,,,,,,
,,20417,STAINLESS STEEL HELICAL ROUND 5FR*110CM, 18 ,,,,,,,
,,20418,MELECOT NEPHROSTOMY CATHETER 14FR, 8 ,,,,,,,
,,20419,MELECOT NEPHROSTOMY CATHETER 12FR, 8 ,,,,,,,
,,20420,MELECOT NEPHROSTOMY CATHETER 16FR, 8 ,,,,,,,
,,20421,OSTOMY BAGS," 64,000 ",,,,,,,
,,20422,HYDROGEN PEROXIDE, 56 ,,,,,,,
,,20423,DISPOSABLE TROCARS BLADELESS 12MM, 60 ,,,,,,,
,,20424,BATERIAL FILTER," 1,200 ",,,,,,,
,,20425,STOMACH TUBE 16FR, 900 ,,,,,,,
,,20426,BLOOD LANCET, 500 ,,,,,,,
,,20427,GLUTARAL DEHYDE DISINFECTANT , 16 ,,,,,,,
,,20428,MINT EFFICINT FAST RUST REMOVER, 8 ,,,,,,,
,,20429,STOMACH TUBE 14FR," 2,000 ",,,,,,,
,,20430,FEEDING TUBE 18FR, 600 ,,,,,,,
,,20431,FEEDING TUBE 14FR, 600 ,,,,,,,
,,20432,FEEDING TUBE 16FR, 600 ,,,,,,,
,,20433,IOHEXOL INJECTTION, 60 ,,,,,,,
,,20434,EFFICIENT FAST MULTIENZYME CLEANING, 4 ,,,,,,,
,,20435,WOGO CONDOM CATHETER (SILICONE) XL," 5,500 ",,,,,,,
,,20436,WOGO CONDOM CATHETER (SILICONE) M," 5,500 ",,,,,,,
,,20437,WOGO CONDOM CATHETER (SILICONE) S," 5,500 ",,,,,,,
,,20438,WOGO CONDOM CATHETER (SILICONE) L," 5,500 ",,,,,,,
,,20439,CHEST DRAINAGE , 10 ,,,,,,,
,,20440,DISPOSABLE SUCTION CATHETER 12FR, 350 ,,,,,,,
,,20441,PUNCTURE SET FOR LOCAL ANESTHESIA, 490 ,,,,,,,
,,20442,WEGO ONE WAY MALECOT CATHETER 12FR," 1,100 ",,,,,,,
,,20443,WEGO ONE WAY MALECOT CATHETER 14FR," 1,500 ",,,,,,,
,,20444,WEGO ONE WAY MALECOT CATHETER 18FR," 1,500 ",,,,,,,
,,20445,WEGO ONE WAY MALECOT CATHETER 16FR," 1,500 ",,,,,,,
,,20446,WEGO ONE WAY MALECOT CATHETER 20FR," 1,500 ",,,,,,,
,,20447,WEGO ONE WAY MALECOT CATHETER 22FR," 1,500 ",,,,,,,
,,20448,WEGO ONE WAY MALECOT CATHETER 24FR," 1,500 ",,,,,,,
,,20449,GAUZE ROLL 90x90, 80 ,,,,,,,
,,20450,ABSORBENT COTTON WOUL ROLL, 34 ,,,,,,,
,,20451,TRACHEOSTOMY TUBE UNCUFFED 9.5, 800 ,,,,,,,
,,20452,TRACHEOSTOMY TUBE UNCUFFED 9.0, 200 ,,,,,,,
,,20453,TRACHEOSTOMY TUBE UNCUFFED 6.5, 200 ,,,,,,,
,,20454,TRACHEOSTOMY TUBE UNCUFFED 8.5, 400 ,,,,,,,
,,20455,TRACHEOSTOMY TUBE UNCUFFED 8.0, 400 ,,,,,,,
,,20456,TRACHEOSTOMY TUBE UNCUFFED 7.5, 400 ,,,,,,,
,,20457,TRACHEOSTOMY TUBE UNCUFFED 7.0, 200 ,,,,,,,
,,20458,TRACHEOSTOMY TUBE CUFFED 8.5, 200 ,,,,,,,
,,20459,TRACHEOSTOMY TUBE CUFFED 9.0, 200 ,,,,,,,
,,20460,TRACHEOSTOMY TUBE CUFFED 9.5, 600 ,,,,,,,
,,20461,DISPOSABLE CISRCUMCISION STAPLERS, 10 ,,,,,,,
,,20462,DIALYSIS FILTER FR 18, 48 ,,,,,,,
,,20463,TREE WAY STOPCOCK SANS TUBE, 500 ,,,,,,,
,,20464,THREE WAY STOPCOCK AVEC TUBE 10CM," 2,000 ",,,,,,,
,,20465,ENDOTRACHAEL TUBE ORAL CUFFED 10M, 300 ,,,,,,,
,,20466,ENDOTRACHAEL TUBE ORAL CUFFED 9.5M, 300 ,,,,,,,
,,20467,ENDOTRACHAEL TUBE ORAL CUFFED 9.0M, 300 ,,,,,,,
,,20468,ENDOTRACHAEL TUBE ORAL CUFFED 8.5M, 300 ,,,,,,,
,,20469,ENDOTRACHAEL TUBE ORAL CUFFED 8.0M, 300 ,,,,,,,
,,20470,ENDOTRACHAEL TUBE ORAL CUFFED 7.5M, 300 ,,,,,,,
,,20471,ENDOTRACHAEL TUBE ORAL CUFFED 7.0M, 300 ,,,,,,,
,,20472,ENDOTRACHAEL TUBE ORAL CUFFED 6.5M, 300 ,,,,,,,
,,20473,ENDOTRACHAEL TUBE ORAL CUFFED 6.0M, 500 ,,,,,,,
,,20474,ENDOTRACHAEL TUBE ORAL CUFFED 5.5M, 500 ,,,,,,,
,,20475,ENDOTRACHAEL TUBE ORAL CUFFED 5.0M, 500 ,,,,,,,
,,20476,ENDOTRACHAEL TUBE ORAL CUFFED 4.5M, 500 ,,,,,,,
,,20477,ENDOTRACHAEL TUBE ORAL CUFFED 4.0M, 500 ,,,,,,,
,,20478,ENDOTRACHAEL TUBE ORAL CUFFED 3.5M, 500 ,,,,,,,
,,20479,connecting tube (yankare),,,,,,,,
,,20480,lap sponge ,,,,,,,,
,,#REF!,BLOOD LINE ,1200,,,,,,,
,,#REF!,HOLLOW FIBER HEMODIALYZER LOF 18,600,,,,,,,
,,#REF!,HOLLOW FIBER HEMODIALYZER LOF 20,480,,,,,,,
,,#REF!,HIGHT FIBER HEMODIALYZER hif 20,600,,,,,,,
,,#REF!,disposable fistula needle 16,600,,,,,,,
,,#REF!,disposable fistula needle 14,600,,,,,,,
,,#REF!,dialysis powder A,732,,,,,,,
,,#REF!,dialysis powder B,1260,,,,,,,
,,#REF!,DIN INPUT ADAPTOR 0-15L,50,,,,,,,
,,#REF!,HEARING AID C-108,100,,,,,,,
,,#REF!,????? ????? ,500,,,,,,,
,,#REF!,?????? ????,2500,,,,,,,
,,#REF!,ECHO GRAPHE FILME *5,4,,,,,,,
,,#REF!,DISPOSABLE ENDOBAG GYSF - IV 250,100,,,,,,,
,,#REF!,DISPOSABLE ENDOBAG WITH STRING 250ML,100,,,,,,,
,,#REF!,DISPOSABLE ENDOBAG POUCH BAG 1000ML,100,,,,,,,
,,#REF!,disposable surgical hand dislnfection gel,504,,,,,,,
,,#REF!,75% alcohol disinfactant wipes,216,,,,,,,
,,#REF!,GAUZE 7.5X7.5,1000,,,,,,,
,,#REF!,120CM X120CM SMS ???? ????? ??? ???,5000,,,,,,,
,,#REF!,BACTERIA FILTER ,300,,,,,,,
,,#REF!,CENTRAL VENOUS 7FR DOUBLE,480,,,,,,,
,,#REF!,CENTRAL VENOUS 7FR TRIPLE,300,,,,,,,
,,#REF!,stomach tube fr 12,500,,,,,,,
,,#REF!,stomach tube fr 18,500,,,,,,,
,,#REF!,esp plate ,300,,,,,,,
,,#REF!,60 ml irrigation syringe,500,,,,,,,
,,#REF!,nebulzer ,30,,,,,,,
,,#REF!,breathing circuit 1.8 meter ,300,,,,,,,
,,#REF!,suction machine ,2,,,,,,,
,,#REF!,yangker handle ,500,,,,,,,
,,#REF!,lens wipes ,100,,,,,,,
,,#REF!,irrigation syring 60ml,200,,,,,,,
,,#REF!,round filiter ,100,,,,,,,
,,#REF!,diathermy pencil ,500,,,,,,,
,,#REF!,3-way ,3000,,,,,,,
,,#REF!,pad for pop bandag 10 cm,300,,,,,,,
,,#REF!,pad for pop bandag 15 cm,300,,,,,,,
,,#REF!,pad for pop bandag 20 cm,300,,,,,,,
,,#REF!,sterilization roll 400 mmx200cm,32,,,,,,,
,,#REF!,triple lumen 15cm iv extension line,1000,,,,,,,
,,#REF!,reinforced surgicsl gawn ,2000,,,,,,,
,,#REF!,face mask ,6000,,,,,,,
,,#REF!,face mask ,64000,,,,,,,
,,#REF!,,,,,,,,,
,,#REF!,,,,,,,,,
,,#REF!,,,,,,,,,
,,#REF!,,,,,,,,,
,,#REF!,,,,,,,,,
,,#REF!,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
